小区名称,纬度,经度,单价(元/㎡),总价,建筑面积(㎡),户型,挂牌天数,月租金,近期成交价,去年同期价
江夏国际4,30.352124,114.317809,7322,63.59,86.85,2室2厅,181,1277,6941,7264
东西华府4,30.616204,114.130874,8408,88.79,105.59,3室1厅,293,977,8431,8342
金融金座17,30.451342,114.385609,14428,148.7,103.06,3室1厅,23,5914,13903,13937
盘龙银座14,30.71004,114.238011,8241,84.8,102.89,3室1厅,101,1145,8278,8170
南湖阳光1,30.494099,114.328346,13859,140.5,101.37,3室1厅,104,4310,13544,13025
东西花园2,30.624045,114.130225,8036,81.71,101.68,3室1厅,281,901,7961,8319
金融阳光15,30.450579,114.382436,14252,70.95,49.78,1室1厅,43,2685,13836,13335
东西翠湖5,30.622089,114.127496,8475,92.49,109.13,3室1厅,224,1727,8844,8309
江夏广场12,30.350925,114.319587,9000,96.71,107.45,3室1厅,23,500,8845,8637
武昌国际9,30.530181,114.319146,16078,128.25,79.77,2室1厅,205,3617,16287,14843
徐东新城2,30.582986,114.349848,21003,196.74,93.67,3室1厅,20,7512,21114,19558
楚河名邸19,30.548247,114.336862,19551,251.75,128.76,3室2厅,3,13225,19753,18386
汉口阳光18,30.617811,114.250926,20205,109.58,54.23,1室1厅,86,3142,20224,18852
钟家春天12,30.548432,114.262539,14360,155.93,108.58,3室1厅,208,5707,14105,13769
白沙国际12,30.480297,114.293175,10578,150.75,142.51,4室2厅,54,2643,10613,9885
洪山府邸9,30.543333,114.326163,20994,239.58,114.11,3室2厅,121,8598,20200,18710
洪山名邸16,30.545968,114.327534,21353,230.11,107.76,3室1厅,133,8993,21467,20871
沌口花园4,30.477135,114.161344,10906,102.68,94.15,2室2厅,153,2289,10919,10496
光谷银座14,30.478073,114.409961,16367,149.62,91.42,2室2厅,23,5499,16457,14863
沌口公寓17,30.478214,114.157481,9364,149.1,159.22,4室2厅,78,2018,9735,9260
徐东银座11,30.580808,114.351147,19495,168.22,86.28,2室2厅,9,5257,19454,17965
武广苑6,30.592385,114.259489,21710,308.83,142.25,4室2厅,5,13123,20937,20862
后湖中心14,30.653756,114.267719,13030,121.45,93.2,2室2厅,82,2934,13220,12514
中南春天6,30.480909,114.368972,15936,131.35,82.42,2室1厅,28,3308,16089,15408
金融里8,30.457657,114.388736,13432,131.26,97.72,3室1厅,35,4723,13459,13147
四新里5,30.516774,114.260856,13306,137.88,103.62,3室1厅,63,3708,13980,13167
后湖公寓2,30.642729,114.272434,11738,147.23,125.43,3室2厅,17,3877,11452,10819
武昌春天3,30.5264,114.31988,12653,159.66,126.18,4室2厅,38,3461,12834,12205
中南公寓11,30.480269,114.36771,15356,142.4,92.73,2室2厅,74,5565,15357,15167
南湖里10,30.493879,114.3274,13249,148.5,112.09,3室2厅,110,3335,12327,12589
徐东公寓9,30.580131,114.3471,18861,286.78,152.05,4室2厅,37,11172,19417,17147
江汉苑13,30.578643,114.281071,23361,334.93,143.37,4室2厅,100,15994,23724,22302
后湖中心9,30.645268,114.269732,12390,101.82,82.18,2室2厅,6,2599,12552,11843
江汉翠湖6,30.573616,114.275475,24298,297.83,122.57,3室2厅,109,14548,23672,23041
沌口华府9,30.477268,114.160218,10711,94.25,87.99,2室2厅,89,2271,10890,9978
江汉雅苑18,30.583237,114.277788,21711,173.89,80.09,2室2厅,19,6658,21664,21138
洪山广场5,30.549668,114.32901,22186,285.49,128.68,3室2厅,6,11959,22498,20939
武昌名邸12,30.527978,114.321344,13976,132.43,94.75,3室1厅,169,4190,13855,13446
光谷丽舍16,30.484263,114.40849,17631,251.95,142.9,4室2厅,37,10269,18232,16060
后湖小区19,30.648053,114.265722,13442,195.18,145.2,4室2厅,7,5391,13546,13137
光谷苑6,30.485138,114.411717,17088,219.07,128.2,3室2厅,21,8975,17089,16098
白沙春天1,30.486975,114.285182,11525,176.86,153.45,4室2厅,116,4484,11822,12084
盘龙花园7,30.711078,114.237223,7134,82.71,115.93,3室2厅,364,1354,7109,6744
江夏花园10,30.350598,114.321194,9722,74.68,76.82,2室1厅,121,984,9744,9487
光谷府邸10,30.483468,114.413535,17090,183.13,107.15,3室2厅,33,6769,16574,16200
中南名邸2,30.482123,114.370273,16167,130.34,80.62,2室1厅,72,4032,15310,15560
南湖花园14,30.496871,114.337014,12909,77.16,59.77,1室1厅,58,1640,13611,12385
洪山苑9,30.545458,114.334861,23191,197.8,85.29,2室2厅,24,6147,22451,20827
青山山庄6,30.627579,114.384456,9882,43.37,43.89,1室1厅,17,792,9505,9514
东西家园19,30.61879,114.131241,8088,76.33,94.37,3室1厅,30,1367,8122,7930
东西名邸19,30.61983,114.126036,7657,70.51,92.08,3室1厅,122,684,7615,7354
关山华府3,30.505397,114.391665,20975,230.15,109.73,3室1厅,11,11130,20830,19241
白沙金座11,30.479258,114.287092,11474,99.15,86.41,2室2厅,33,2496,11341,11663
白沙中心9,30.477477,114.291145,11998,148.33,123.63,3室2厅,51,2881,12072,11498
沌口丽舍7,30.477557,114.156838,9989,94.19,94.28,2室2厅,169,1881,9462,9335
江汉丽舍7,30.578527,114.277958,21924,114.74,52.33,1室1厅,133,4464,22292,20511
江夏苑5,30.347452,114.320568,7636,62.41,81.72,2室2厅,67,777,7648,7631
南湖公寓19,30.498093,114.325111,12737,136.6,107.24,3室1厅,90,4526,12318,11911
武广国际7,30.590511,114.263182,27434,272.92,99.48,3室1厅,34,12403,28910,26121
江夏小区3,30.348389,114.318889,7960,92.3,115.95,3室2厅,98,1259,8170,7922
武广翠湖6,30.590869,114.261943,22628,210.89,93.2,2室2厅,56,8782,22001,20774
后湖里15,30.6471,114.271257,11579,93.46,80.71,2室2厅,476,2476,11853,11687
青山翠湖13,30.626706,114.372817,9085,67.98,74.83,2室1厅,272,532,9168,9184
街道府邸6,30.532534,114.360827,20453,168.59,82.43,2室2厅,48,6595,21040,19372
中南阳光12,30.481533,114.36863,15880,153.94,96.93,3室1厅,36,5076,16516,14763
盘龙家园18,30.708154,114.240026,7197,60.32,83.81,2室2厅,166,818,7512,6825
江夏翠湖18,30.354939,114.322095,7395,51.76,69.98,2室1厅,78,688,7526,7368
江夏花园4,30.352933,114.320367,8834,79.84,90.37,3室1厅,89,1337,8383,8144
后湖国际16,30.650743,114.26766,14321,158.79,110.88,3室2厅,2,4850,13833,12959
东西中心14,30.61804,114.129413,8530,70.0,82.06,2室1厅,140,1423,8923,8170
楚河阳光10,30.553736,114.345623,24190,205.58,84.99,2室2厅,12,9396,23196,21901
武昌府邸18,30.53196,114.320693,14808,163.19,110.2,3室2厅,1,5025,14937,13499
洪山里18,30.546753,114.327537,24025,285.27,118.74,3室2厅,42,9217,23234,21882
后湖新城18,30.647995,114.274258,13221,96.59,73.05,2室1厅,95,2251,13584,12100
东西苑7,30.620497,114.127144,8174,78.98,96.61,3室1厅,208,1379,7932,8242
白沙华庭18,30.483849,114.290072,10526,98.6,93.67,2室2厅,153,2347,10248,9786
汉口国际12,30.618524,114.247504,17724,281.96,159.08,4室2厅,125,8119,17784,17169
汉口花园17,30.625808,114.252577,13532,112.95,83.47,2室1厅,105,3954,14502,12500
金融小区3,30.45948,114.390611,15862,158.29,99.79,3室1厅,86,3865,16003,16110
江夏翠湖12,30.350283,114.3176,7938,66.94,84.33,2室1厅,40,1067,8030,7603
武昌翠湖7,30.534837,114.314928,13603,182.71,134.31,4室2厅,56,4445,12552,13844
后湖花园3,30.648768,114.267009,11981,148.88,124.26,3室2厅,81,2519,11936,11654
钟家府邸4,30.550905,114.265218,17355,180.46,103.98,3室1厅,4,4114,17487,16733
盘龙名邸17,30.712394,114.239213,8298,100.83,121.5,3室2厅,27,1780,8456,8334
东西新城8,30.621739,114.130923,8889,97.02,109.15,3室2厅,298,2192,8720,8738
江夏雅苑14,30.353249,114.321153,6631,74.05,111.66,3室2厅,37,1181,6647,6500
楚河翠湖4,30.550413,114.336246,25280,201.35,79.65,2室1厅,15,9571,24342,24522
东西金座15,30.620461,114.131502,8845,90.89,102.76,3室1厅,161,1520,8843,8580
武广苑10,30.586469,114.264339,24442,257.3,105.27,3室1厅,60,11315,24892,22338
青山阳光3,30.631608,114.38094,12485,185.38,148.48,4室2厅,59,3525,12292,11704
江汉华庭14,30.578465,114.278023,23421,230.65,98.48,3室1厅,164,8172,24014,22415
关山名邸1,30.503707,114.394207,24846,317.45,127.76,4室2厅,8,14272,25406,22909
武昌金座9,30.529084,114.320465,17487,234.9,134.32,4室2厅,127,4892,17546,18416
金融广场5,30.460658,114.387389,15180,189.05,124.53,3室2厅,44,6494,14655,14281
四新丽舍14,30.520197,114.261313,11714,186.54,159.24,4室2厅,42,3173,11863,11235
洪山名邸2,30.544375,114.329176,23892,205.4,85.97,2室2厅,74,8354,23613,24340
洪山国际17,30.545687,114.331211,28238,341.04,120.77,3室2厅,22,11267,28760,25908
南湖雅苑13,30.494165,114.330847,13574,136.02,100.2,3室1厅,88,3852,14077,13746
光谷苑18,30.483065,114.410477,21464,157.53,73.39,2室1厅,35,6833,20385,19821
关山春天2,30.506308,114.39422,20115,216.7,107.72,3室2厅,97,10326,20184,17568
南湖里1,30.490897,114.327438,11339,112.66,99.35,3室1厅,132,2208,11167,10693
徐东山庄12,30.576411,114.340829,18268,161.76,88.54,2室2厅,10,4388,18587,16755
街道丽舍19,30.531338,114.35702,19063,162.75,85.37,2室2厅,36,5650,19339,17338
金融花园2,30.453846,114.38174,15942,193.72,121.51,3室2厅,7,8179,15753,15374
武昌山庄12,30.527985,114.318981,14243,154.99,108.81,3室2厅,144,3748,14405,14280
汉口里7,30.622375,114.247505,17380,140.55,80.86,2室1厅,1,4349,16686,15827
白沙府邸7,30.483013,114.291135,11387,166.46,146.18,4室2厅,100,4077,11281,11145
洪山雅苑10,30.543309,114.327062,20582,171.19,83.17,2室2厅,32,5770,20741,19538
武广名邸3,30.587631,114.263185,22754,290.47,127.65,3室2厅,84,13968,23034,20560
关山金座5,30.505268,114.392996,22977,149.79,65.19,2室1厅,7,6304,22496,21699
白沙府邸8,30.481533,114.290476,12970,104.69,80.72,2室1厅,3,1405,12629,12992
钟家新城3,30.551637,114.263791,16643,257.49,154.71,4室2厅,17,6964,16833,15207
徐东家园8,30.577604,114.346462,17793,150.72,84.7,2室2厅,21,6401,18498,16261
中南银座11,30.48271,114.369558,14611,155.03,106.1,3室1厅,20,4515,14958,14374
中南小区16,30.481417,114.36564,14632,303.39,207.34,5室3厅,40,10873,15170,13356
楚河春天3,30.54866,114.342083,28223,280.03,99.22,3室1厅,11,14121,27528,25946
洪山华庭4,30.540288,114.327521,22278,179.08,80.38,2室1厅,37,5192,22030,21697
沌口国际18,30.475048,114.15822,8886,147.33,165.79,5室3厅,66,3266,8899,8584
武昌花园9,30.531141,114.318943,14772,105.22,71.23,2室1厅,58,2803,14791,13699
武广春天2,30.585481,114.26525,23460,198.09,84.44,2室2厅,67,5366,22913,21335
洪山苑5,30.542493,114.332482,24868,178.88,71.93,2室1厅,213,6290,25762,23458
江夏里16,30.347179,114.319179,7590,65.2,85.9,2室2厅,42,820,7220,7326
楚河山庄2,30.552416,114.340531,22487,98.4,43.76,1室1厅,31,4607,22653,20407
南湖广场4,30.497613,114.329399,14512,145.88,100.52,3室1厅,51,4816,14155,13969
白沙华庭6,30.477504,114.291116,11249,84.07,74.74,2室1厅,6,1265,11385,11312
南湖阳光12,30.493337,114.329811,15149,110.58,72.99,2室1厅,164,3165,14863,15422
武昌雅苑7,30.532074,114.320329,16059,152.1,94.71,3室1厅,7,5089,15177,14302
金融里13,30.460111,114.382564,15893,158.32,99.62,3室1厅,159,5394,16051,15259
武广国际17,30.590842,114.268089,23342,318.72,136.54,4室2厅,66,11881,23623,20988
白沙春天9,30.475978,114.29049,10052,97.11,96.61,3室1厅,7,908,10281,9370
武广新城16,30.591967,114.26816,22741,227.12,99.87,3室1厅,131,7878,23336,20819
东西花园6,30.621298,114.130747,9003,73.88,82.05,2室2厅,141,1017,9063,8177
金融中心9,30.453021,114.383443,14967,186.28,124.46,3室2厅,117,4607,14268,13724
南湖名邸2,30.490658,114.326166,12650,132.59,104.81,3室1厅,37,2962,12877,12071
街道丽舍19,30.531916,114.359413,18599,175.25,94.22,3室1厅,24,5685,18235,18773
洪山名邸18,30.540086,114.331412,23244,212.47,91.4,3室1厅,15,8305,22278,22468
武昌公寓3,30.530576,114.318975,18503,161.43,87.24,2室2厅,19,3314,17968,19110
武昌中心8,30.530931,114.319243,16800,210.22,125.13,3室2厅,8,6145,17088,15519
光谷翠湖17,30.485444,114.410109,15144,165.15,109.05,3室1厅,84,6377,15594,13181
后湖家园5,30.653518,114.273193,11778,95.34,80.95,2室1厅,24,2540,12165,11684
光谷名邸16,30.479494,114.409101,16031,145.6,90.82,3室1厅,39,5583,16097,14406
后湖银座13,30.651852,114.274644,11912,116.64,97.91,3室1厅,282,2696,11337,11535
汉口华府17,30.620252,114.246761,18589,227.75,122.51,3室2厅,67,6998,18740,16619
光谷中心2,30.484184,114.409924,19499,166.04,85.15,2室2厅,101,8384,21146,17678
青山金座6,30.629297,114.378864,12425,115.63,93.06,3室1厅,22,3595,11664,11549
金融雅苑11,30.455673,114.383219,17355,158.04,91.06,3室1厅,21,3573,17207,17412
关山华庭3,30.499429,114.395367,18432,173.69,94.24,3室1厅,6,7552,18917,17121
钟家山庄2,30.550362,114.266638,18455,252.47,136.8,4室2厅,24,7499,18796,17689
武广阳光10,30.592774,114.261826,21543,276.27,128.24,3室2厅,34,12745,21374,19179
钟家公寓5,30.550802,114.260392,14603,119.44,81.79,2室2厅,173,2002,15172,13592
东西春天6,30.620201,114.127287,8363,79.3,94.82,3室1厅,16,1342,8286,8067
徐东花园16,30.58286,114.35208,15577,116.3,74.65,2室1厅,26,3987,15983,15008
汉口华府13,30.620224,114.249363,21095,194.98,92.43,3室1厅,53,5927,21463,19019
街道里11,30.532796,114.36159,18748,153.11,81.66,2室1厅,83,5262,19015,18009
汉口花园18,30.62166,114.250231,19783,216.96,109.67,3室1厅,26,6417,20542,18100
钟家阳光11,30.547631,114.260413,13137,106.82,81.31,2室2厅,120,2035,13681,11885
江夏银座11,30.346031,114.318045,6862,82.36,120.02,3室2厅,23,1224,6880,7301
武广新城12,30.584541,114.263974,21408,191.83,89.61,2室2厅,17,7602,20980,20238
洪山丽舍7,30.54051,114.331602,19842,220.12,110.93,3室2厅,37,8135,19526,18355
洪山名邸15,30.542782,114.327549,19335,215.97,111.69,3室2厅,113,7030,20645,19159
洪山银座13,30.541904,114.330746,20859,188.2,90.22,3室1厅,54,6703,21457,20023
青山名邸18,30.627602,114.382199,10522,114.72,109.03,3室1厅,57,2130,10670,10649
街道华庭3,30.532595,114.36248,18226,134.4,73.74,2室1厅,184,5022,17850,17172
金融华庭9,30.456345,114.385223,16620,203.83,122.64,3室2厅,46,6810,16339,16225
四新金座19,30.519356,114.255687,9641,94.06,97.56,3室1厅,71,2248,9706,9619
白沙名邸6,30.477072,114.289195,10052,82.79,82.36,2室1厅,274,1841,10144,10059
江夏家园6,30.349632,114.321606,7689,71.84,93.42,3室1厅,600,949,7733,7359
盘龙翠湖2,30.709346,114.240593,8731,97.99,112.22,3室2厅,201,1414,8295,8954
楚河翠湖4,30.548697,114.338792,30326,249.3,82.21,2室1厅,17,10249,30339,27885
四新丽舍5,30.522753,114.262164,11484,108.58,94.55,3室1厅,7,1117,11562,10862
东西华庭1,30.61784,114.128989,9040,141.99,157.07,4室2厅,106,1054,8761,8866
江汉苑19,30.580103,114.281635,24581,109.5,44.55,1室1厅,78,5224,23552,22090
中南阳光19,30.478249,114.370387,16713,163.5,97.83,3室1厅,62,5194,16603,15547
街道银座4,30.52591,114.360075,17441,244.6,140.25,4室2厅,69,10172,17567,15575
汉口翠湖10,30.62034,114.251595,18562,205.58,110.75,3室2厅,2,6629,18307,18165
江夏华府2,30.344404,114.320818,7134,76.6,107.37,3室2厅,297,1345,7063,6644
金融丽舍3,30.45392,114.382845,16941,94.92,56.03,1室1厅,8,3045,17248,15602
四新雅苑18,30.518776,114.262253,11933,104.85,87.86,2室2厅,42,2207,12303,11428
徐东翠湖9,30.580796,114.351182,18782,203.61,108.41,3室2厅,71,7264,19108,17434
中南阳光10,30.478302,114.370575,18256,144.42,79.1,2室1厅,24,4076,17910,17629
武广雅苑2,30.592652,114.264114,23619,220.26,93.25,2室2厅,137,9325,23154,23385
楚河银座12,30.550553,114.342635,28133,305.04,108.42,3室2厅,2,16836,26833,25854
青山新城12,30.628583,114.381938,10299,143.24,139.07,4室2厅,180,2117,10117,9742
东西丽舍14,30.618819,114.131646,8488,77.4,91.19,2室2厅,21,1509,8223,8228
金融花园5,30.456989,114.38635,16937,198.15,116.99,3室2厅,34,5646,17807,15629
武昌国际1,30.523877,114.317584,12037,139.93,116.24,3室2厅,21,2644,11737,11777
光谷山庄13,30.487475,114.407979,15391,149.4,97.07,3室1厅,46,5449,15558,15414
光谷华府11,30.486625,114.40764,16228,141.07,86.93,2室2厅,15,5487,16313,15280
武昌银座8,30.52756,114.314652,14009,154.89,110.56,3室2厅,89,3707,13784,12872
后湖广场19,30.652872,114.265576,11851,100.7,84.97,2室1厅,5,3082,12472,11242
光谷金座8,30.479288,114.409091,16096,154.08,95.72,3室1厅,11,6326,16072,15185
江汉家园3,30.582211,114.284424,22418,318.48,142.07,4室2厅,19,14319,22907,20618
四新府邸11,30.521128,114.258926,12259,95.29,77.73,2室1厅,61,2387,12763,11878
白沙华府4,30.477741,114.29061,12427,101.35,81.55,2室2厅,63,2293,11887,11769
后湖中心3,30.653676,114.270774,11672,74.82,64.1,1室1厅,44,1354,11309,11411
沌口府邸12,30.478461,114.158986,10214,108.1,105.83,3室1厅,56,2815,10072,9620
沌口华府1,30.486016,114.158261,8825,75.84,85.93,2室2厅,9,2152,8987,8449
光谷春天1,30.48278,114.408095,19987,165.91,83.0,2室1厅,39,5933,19433,18759
沌口里11,30.479084,114.156402,9843,77.57,78.8,2室1厅,39,2218,9556,9370
钟家小区2,30.555287,114.264197,14396,125.68,87.3,2室2厅,82,2676,13685,13786
关山丽舍8,30.508239,114.397724,18352,175.09,95.4,3室1厅,89,8423,18659,17951
盘龙花园17,30.708619,114.240863,8959,81.34,90.79,2室2厅,7,1551,8519,8706
街道中心7,30.530564,114.357931,24838,188.43,75.86,2室1厅,4,8071,25783,22947
江汉家园11,30.58048,114.281568,25854,279.33,108.04,3室1厅,44,13257,25675,23605
后湖国际6,30.650954,114.269007,12719,183.25,144.07,4室2厅,62,3968,12737,12096
徐东中心19,30.584649,114.352776,17189,164.3,95.58,3室1厅,151,5764,16778,15701
青山雅苑13,30.628362,114.382352,10123,99.9,98.68,3室1厅,177,742,10028,10126
楚河公寓13,30.549725,114.337764,26074,250.19,95.95,3室1厅,21,12063,25981,22702
汉口名邸13,30.619603,114.253254,15079,237.52,157.51,4室2厅,25,9840,14717,14580
街道府邸6,30.527477,114.359388,21263,211.75,99.59,3室1厅,2,6189,21888,22049
白沙翠湖12,30.480181,114.288309,11809,92.79,78.57,2室1厅,213,2135,11190,11133
武广苑16,30.590793,114.26539,30540,325.0,106.41,3室2厅,122,15158,31565,27623
洪山府邸14,30.5444,114.327477,17237,119.83,69.52,2室1厅,42,4150,17751,15742
沌口阳光2,30.481627,114.159854,10525,53.12,50.47,1室1厅,1006,836,10527,10821
四新新城13,30.518491,114.259791,13273,93.76,70.64,2室1厅,9,2074,13452,13709
东西小区18,30.617981,114.128964,9208,83.59,90.77,2室2厅,368,1619,9285,9028
关山公寓1,30.507062,114.397873,17743,145.73,82.13,2室2厅,33,5185,17640,16326
青山山庄16,30.633185,114.38292,11224,108.72,96.86,3室1厅,85,2249,11085,9795
楚河府邸3,30.54702,114.340193,27085,340.87,125.85,3室2厅,35,15792,28780,24138
江汉苑11,30.580637,114.278987,27747,290.98,104.87,3室1厅,27,15172,27707,24998
沌口公寓2,30.481727,114.159474,11491,175.8,152.98,4室2厅,57,5079,11399,10984
江汉家园14,30.582536,114.281282,24266,248.54,102.42,3室1厅,81,13276,24176,21892
楚河里11,30.551335,114.335301,22013,92.95,42.22,1室1厅,1,4453,21038,21485
南湖国际8,30.495684,114.335612,10891,108.69,99.79,3室1厅,47,3120,10691,10308
江夏雅苑18,30.347873,114.316883,7504,68.12,90.78,3室1厅,53,1451,7324,6985
东西花园11,30.621322,114.130459,10224,132.69,129.77,4室2厅,272,2477,10083,9732
武昌广场2,30.530614,114.324141,12854,153.77,119.63,3室2厅,19,4916,13047,12265
街道华府5,30.529203,114.358622,23132,210.46,90.98,3室1厅,88,8726,22015,23315
徐东中心18,30.576995,114.353996,16548,175.2,105.87,3室1厅,34,6154,16120,15388
南湖金座16,30.494702,114.328887,14619,162.6,111.23,3室2厅,184,4528,14380,13236
徐东翠湖17,30.578206,114.355466,17144,176.34,102.85,3室1厅,307,6660,16879,15863
汉口春天13,30.620636,114.25287,17202,138.6,80.57,2室2厅,17,4272,17019,15814
武广中心3,30.592591,114.263163,22821,247.85,108.6,3室2厅,21,9864,23621,20355
街道里17,30.528426,114.360527,18677,172.06,92.12,3室1厅,24,4731,19205,17706
汉口银座8,30.623416,114.250958,15708,81.23,51.71,1室1厅,1,2308,16378,15282
武昌新城8,30.527945,114.323216,13252,172.22,129.95,3室2厅,275,4130,12385,12451
江汉雅苑9,30.582911,114.284547,22463,108.57,48.33,1室1厅,7,4293,22905,21198
徐东苑6,30.578773,114.346138,18175,198.79,109.37,3室2厅,3,7709,18457,18225
楚河银座1,30.553563,114.339744,20518,192.55,93.84,3室1厅,76,9994,19666,18638
东西春天19,30.617448,114.13332,8596,44.84,52.16,1室1厅,33,698,9173,8389
光谷府邸8,30.482729,114.408173,18245,244.23,133.86,4室2厅,81,9176,18963,16983
光谷家园11,30.482704,114.41015,19624,244.95,124.82,3室2厅,14,7039,19437,20700
南湖新城17,30.49369,114.32592,11994,109.85,91.58,2室2厅,125,2808,12452,11391
徐东府邸16,30.579949,114.356402,18029,134.88,74.81,2室1厅,47,4105,17859,16396
武昌春天14,30.530471,114.321649,16292,175.34,107.62,3室1厅,119,5497,16689,16752
关山里6,30.507612,114.389028,19653,305.31,155.34,4室2厅,140,10447,19384,20113
洪山苑9,30.546471,114.328676,24454,228.36,93.38,3室1厅,59,8022,24421,22437
中南国际6,30.482219,114.371857,15970,150.64,94.32,2室2厅,321,3649,16820,14821
钟家阳光5,30.54966,114.26612,18389,155.23,84.41,2室2厅,10,4540,17851,18271
四新广场2,30.521959,114.262626,11172,122.37,109.52,3室2厅,3,2104,10850,10705
江夏国际4,30.352188,114.319563,7955,81.26,102.14,3室1厅,23,1091,7666,7535
街道小区11,30.5258,114.358634,17288,114.68,66.33,2室1厅,87,3407,17044,16786
徐东翠湖5,30.579592,114.351691,20036,99.96,49.89,1室1厅,20,3403,20506,18418
洪山名邸11,30.545482,114.329663,23355,233.56,100.0,3室1厅,5,5363,23217,22228
白沙山庄19,30.480455,114.292326,11810,50.81,43.03,1室1厅,22,1126,11152,11846
中南金座2,30.479298,114.371618,17917,149.05,83.19,2室2厅,5,4661,18282,16821
沌口府邸17,30.481421,114.155654,8749,92.85,106.12,3室1厅,113,2081,8876,8376
青山苑10,30.633077,114.375639,9358,74.15,79.23,2室1厅,19,2243,9045,9250
沌口雅苑5,30.480153,114.159754,0,152.75,128.97,3室2厅,210,3781,11739,11647
中南雅苑2,30.479497,114.370048,20580,119.35,57.99,1室1厅,44,3330,20591,19359
四新华府18,30.521715,114.262323,12093,110.11,91.05,2室2厅,64,2888,12057,12285
金融山庄3,30.453939,114.383319,16371,158.19,96.63,3室1厅,49,6552,15838,15886
江夏华府8,30.346819,114.322346,6827,106.46,155.94,5室3厅,422,2616,6923,6800
白沙花园8,30.480977,114.290191,12827,113.33,88.35,2室2厅,101,2627,13421,12659
南湖雅苑7,30.492543,114.328705,13359,118.54,88.73,2室2厅,64,3343,13666,12426
江汉春天18,30.579949,114.276628,21630,254.73,117.77,3室2厅,16,10926,22367,19614
江夏国际4,30.350141,114.319648,8818,138.21,156.72,4室2厅,31,1739,9235,8359
四新公寓17,30.522909,114.257941,12827,85.79,66.88,2室1厅,49,1290,12646,12098
白沙华庭15,30.480648,114.285148,11121,123.09,110.68,3室2厅,37,1168,10987,10953
金融府邸14,30.449501,114.382688,13329,60.45,45.35,1室1厅,12,2339,13296,12530
四新春天6,30.519639,114.260033,14176,123.18,86.89,2室2厅,135,2727,14090,13733
江夏里15,30.352485,114.322603,7925,67.42,85.07,2室2厅,105,877,8257,7608
青山府邸6,30.629119,114.378756,13447,170.53,126.81,4室2厅,97,2719,13400,12858
中南广场5,30.482865,114.371277,15652,125.65,80.27,2室1厅,68,3585,15348,15848
沌口华府3,30.478229,114.162514,10198,125.06,122.63,3室2厅,145,2750,10062,9734
白沙翠湖14,30.47575,114.28697,9052,137.01,151.36,4室2厅,71,2899,9091,9084
江夏翠湖18,30.352403,114.319353,7254,71.62,98.73,3室1厅,36,943,7310,7182
街道里17,30.526031,114.35744,18073,379.15,209.79,5室3厅,13,15968,18139,15847
四新名邸9,30.51802,114.256829,12761,135.55,106.22,3室2厅,77,3447,12493,12337
楚河华庭18,30.550603,114.338228,26598,240.84,90.55,3室1厅,15,9556,26925,23987
钟家公寓18,30.550339,114.264744,19048,330.62,173.57,5室3厅,994,7200,18276,17018
中南公寓6,30.480173,114.374174,15126,189.4,125.22,4室2厅,119,5351,15167,14677
东西丽舍7,30.618138,114.13117,8739,62.96,72.04,2室1厅,54,896,9179,8641
钟家雅苑11,30.552618,114.26919,12428,131.88,106.11,3室2厅,69,5023,12953,12470
街道中心19,30.526106,114.36506,19976,140.98,70.57,2室1厅,12,5160,19975,19361
金融公寓9,30.452927,114.38151,13097,136.16,103.96,3室1厅,38,5892,12554,12255
关山华府15,30.502066,114.395421,19598,169.74,86.61,2室2厅,30,6012,19424,18324
金融公寓18,30.452284,114.387281,14326,152.66,106.56,3室1厅,31,5620,14666,13185
关山金座15,30.503984,114.394401,22733,311.32,136.95,4室2厅,59,13194,23312,21531
江汉国际8,30.585372,114.281443,21914,249.99,114.08,3室2厅,46,11530,22026,21366
武昌广场6,30.528907,114.315676,15554,165.97,106.7,3室2厅,0,4769,16010,15336
东西华府15,30.617648,114.133426,7933,59.28,74.73,2室1厅,278,500,7453,8261
钟家丽舍2,30.545217,114.262483,13405,173.5,129.43,3室2厅,45,5051,13534,12570
中南丽舍2,30.478584,114.365715,15672,181.86,116.04,3室2厅,8,3817,16170,14819
金融公寓19,30.456647,114.384428,17350,174.86,100.78,3室1厅,75,7447,16904,15267
关山雅苑12,30.505258,114.39094,22050,225.55,102.29,3室1厅,37,9684,22937,19925
盘龙华庭19,30.708502,114.238293,0,76.03,94.1,2室2厅,281,1132,7993,7973
四新名邸19,30.52018,114.260509,15749,167.84,106.57,3室2厅,3,2733,15320,14996
南湖广场2,30.496344,114.327948,14191,139.97,98.63,3室1厅,47,2878,14174,13392
南湖广场17,30.494655,114.332088,15305,141.96,92.75,3室1厅,9,3260,14946,14098
徐东家园6,30.582902,114.347414,17780,112.91,63.5,1室1厅,113,3585,17715,16752
钟家名邸7,30.546195,114.263498,13801,145.92,105.73,3室1厅,24,4485,14273,13310
楚河雅苑4,30.552007,114.339868,28431,272.22,95.75,3室1厅,20,11136,29238,28306
关山金座14,30.5055,114.39687,22938,482.2,210.22,5室3厅,16,16081,22775,20968
沌口银座3,30.478892,114.15903,12378,143.19,115.67,3室2厅,193,3350,12254,12625
街道家园1,30.53134,114.358569,21227,172.7,81.36,2室1厅,8,4350,20477,19700
武昌公寓10,30.528038,114.319966,14248,139.87,98.16,3室1厅,87,4325,14644,12674
沌口名邸17,30.483025,114.159181,8689,70.02,80.58,2室2厅,44,1139,8657,7974
